ProductCode,ProductDescription
401150,"New pneumatic tyres, of rubber : Of a kind used on bicycles"
401170,"New pneumatic tyres, of rubber : Of a kind used on agricultural or forestry vehicles and machines"
401180,"New pneumatic tyres, of rubber : Of a kind used on construction, mining or industrial handling vehicles and machines"
401190,"New pneumatic tyres, of rubber : Other"
401211,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Retreaded tyres : Of a kind used on motor cars (including station wagons and racing cars)"
401212,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Retreaded tyres : Of a kind used on buses or lorries"
401213,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Retreaded tyres : Of a kind used on aircraft"
401219,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Retreaded tyres : Other"
401220,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Used pneumatic tyres"
401290,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber : Other"
401310,"Inner tubes, of rubber : Of a kind used on motor cars (including station wagons and racing cars), buses or lorries"
401320,"Inner tubes, of rubber : Of a kind used on bicycles"
401390,"Inner tubes, of rubber : Other"
401410,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber : Sheath contraceptives"
401490,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber : Other"
401512,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber : Gloves, mittens and mitts : Of a kind used for medical, surgical, dental or veterinary purposes"
401519,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber : Gloves, mittens and mitts : Other"
401590,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber : Other"
401610,Other articles of vulcanised rubber other than hard rubber : Of cellular rubber
401691,Other articles of vulcanised rubber other than hard rubber : Other : Floor coverings and mats
401692,Other articles of vulcanised rubber other than hard rubber : Other : Erasers
401693,"Other articles of vulcanised rubber other than hard rubber : Other : Gaskets, washers and other seals"
401694,"Other articles of vulcanised rubber other than hard rubber : Other : Boat or dock fenders, whether or not inflatable"
401695,Other articles of vulcanised rubber other than hard rubber : Other : Other inflatable articles
401699,Other articles of vulcanised rubber other than hard rubber : Other : Other
401700,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber"
410120,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split : Whole hides and skins, unsplit, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved"
410150,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split : Whole hides and skins, of a weight exceeding 16 kg"
410190,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split : Other, including butts, bends and bellies"
410210,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note 1(c) to this chapter : With wool on"
410221,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note 1(c) to this chapter : Without wool on : Pickled"
410229,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note 1(c) to this chapter : Without wool on : Other"
410320,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1(b) or 1(c) to this chapter : Of reptiles"
410330,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1(b) or 1(c) to this chapter : Of swine"
410390,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1(b) or 1(c) to this chapter : Other"
410411,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared : In the wet state (including wet-blue) : Full grains, unsplit; grain splits"
410419,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared : In the wet state (including wet-blue) : Other"
410441,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared : In the dry state (crust) : Full grains, unsplit; grain splits"
410449,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared : In the dry state (crust) : Other"
410510,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared : In the wet state (including wet-blue)"
410530,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared : In the dry state (crust)"
410621,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Of goats or kids : In the wet state (including wet-blue)"
410622,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Of goats or kids : In the dry state (crust)"
410631,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Of swine : In the wet state (including wet-blue)"
410632,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Of swine : In the dry state (crust)"
410640,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Of reptiles"
410691,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Other : In the wet state (including wet-blue)"
410692,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared : Other : In the dry state (crust)"
410711,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Whole hides and skins : Full grains, unsplit"
410712,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Whole hides and skins : Grain splits"
410719,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Whole hides and skins : Other"
410791,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Other, including sides : Full grains, unsplit"
410792,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Other, including sides : Grain splits"
410799,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 : Other, including sides : Other"
411200,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 4114"
411310,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114 : Of goats or kids"
411320,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114 : Of swine"
411330,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114 : Of reptiles"
411390,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114 : Other"
411410,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather : Chamois (including combination chamois) leather
411420,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather : Patent leather and patent laminated leather; metallised leather
411510,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour : Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls"
411520,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour : Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle-cloths, saddlebags, dog coats and the like), of any material"
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers : With outer surface of leather or of composition leather"
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers : With outer surface of plastics or of textile materials"
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers : Other"
420221,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Handbags, whether or not with shoulder strap, including those without handle : With outer surface of leather or of composition leather"
420222,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Handbags, whether or not with shoulder strap, including those without handle : With outer surface of sheeting of plastics or of textile materials"
420229,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Handbags, whether or not with shoulder strap, including those without handle : Other"
420231,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Articles of a kind normally carried in the pocket or in the handbag : With outer surface of leather or of composition leather"
420232,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Articles of a kind normally carried in the pocket or in the handbag : With outer surface of sheeting of plastics or of textile materials"
420239,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Articles of a kind normally carried in the pocket or in the handbag : Other"
420291,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Other : With outer surface of leather or of composition leather"
420292,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Other : With outer surface of sheeting of plastics or of textile materials"
420299,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper : Other : Other"
420310,"Articles of apparel and clothing accessories, of leather or of composition leather : Articles of apparel"
420321,"Articles of apparel and clothing accessories, of leather or of composition leather : Gloves, mittens and mitts : Specially designed for use in sports"
420329,"Articles of apparel and clothing accessories, of leather or of composition leather : Gloves, mittens and mitts : Other"
420330,"Articles of apparel and clothing accessories, of leather or of composition leather : Belts and bandoliers"
420340,"Articles of apparel and clothing accessories, of leather or of composition leather : Other clothing accessories"
420500,Other articles of leather or of composition leather
420600,"Articles of gut (other than silkworm gut), of goldbeater's skin, of bladders or of tendons"
430110,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103 : Of mink, whole, with or without head, tail or paws"
430130,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103 : Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws"
430160,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103 : Of fox, whole, with or without head, tail or paws"
430180,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103 : Other furskins, whole, with or without head, tail or paws"
430190,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103 : Heads, tails, paws and other pieces or cuttings, suitable for furriers' use"
430211,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303 : Whole skins, with or without head, tail or paws, not assembled : Of mink"
430219,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303 : Whole skins, with or without head, tail or paws, not assembled : Other"
430220,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303 : Heads, tails, paws and other pieces or cuttings, not assembled"
430230,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303 : Whole skins and pieces or cuttings thereof, assembled"
430310,"Articles of apparel, clothing accessories and other articles of furskin : Articles of apparel and clothing accessories"
430390,"Articles of apparel, clothing accessories and other articles of furskin : Other"
430400,Artificial fur and articles thereof
440111,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms : Coniferous"
440112,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms : Non-coniferous"
440121,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Wood in chips or particles : Coniferous"
440122,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Wood in chips or particles : Non-coniferous"
440131,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms : Wood pellets"
440132,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms : Wood briquettes"
440139,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms : Other"
440141,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Sawdust and wood waste and scrap, not agglomerated : Sawdust"
440149,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms : Sawdust and wood waste and scrap, not agglomerated : Other"
440210,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated : Of bamboo"
440220,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated : Of shell or nut"
440290,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated : Other"
440311,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Treated with paint, stains, creosote or other preservatives : Coniferous"
440312,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Treated with paint, stains, creosote or other preservatives : Non-coniferous"
440321,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Of pine (Pinus spp.), of which the smallest cross-sectional dimension is 15 cm or more"
440322,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Of pine (Pinus spp.), other"
440323,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Of fir (Abies spp.) and spruce (Picea spp.), of which the smallest cross-sectional dimension is 15 cm or more"
440324,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Of fir (Abies spp.) and spruce (Picea spp.), other"
440325,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Other, of which the smallest cross-sectional dimension is 15 cm or more"
440326,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, coniferous : Other"
440341,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, of tropical wood : Dark red meranti, light red meranti and meranti bakau"
440342,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, of tropical wood : Teak"
440349,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other, of tropical wood : Other"
440391,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of oak (Quercus spp.)"
440393,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of beech (Fagus spp.), of which the smallest cross-sectional dimension is 15 cm or more"
440394,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of beech (Fagus spp.), other"
440395,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of birch (Betula spp.), of which the smallest cross-sectional dimension is 15 cm or more"
440396,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of birch (Betula spp.), other"
440397,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of poplar and aspen (Populus spp.)"
440398,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Of eucalyptus (Eucalyptus spp.)"
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared : Other : Other"
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like : Coniferous"
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like : Non-coniferous"
440500,Wood wool; wood flour
440611,Railway or tramway sleepers (cross-ties) of wood : Not impregnated : Coniferous
440612,Railway or tramway sleepers (cross-ties) of wood : Not impregnated : Non-coniferous
440691,Railway or tramway sleepers (cross-ties) of wood : Other : Coniferous
440692,Railway or tramway sleepers (cross-ties) of wood : Other : Non-coniferous
440711,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Coniferous : Of pine (Pinus spp.)"
440712,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Coniferous : Of fir (Abies spp.) and spruce (Picea spp.)"
440713,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Coniferous : Of S-P-F (spruce (Picea spp.), pine (Pinus spp.) and fir (Abies spp.))"
440714,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Coniferous : Of Hem-fir (Western hemlock (Tsuga heterophylla) and fir (Abies spp.))"
440719,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Coniferous : Other"
440721,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Mahogany (Swietenia spp.)"
440722,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Virola, imbuia and balsa"
440723,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Teak"
440725,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Dark red meranti, light red meranti and meranti bakau"
440726,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : White lauan, white meranti, white seraya, yellow meranti and alan"
440727,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Sapelli"
440728,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Iroko"
440729,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Of tropical wood : Other"
440791,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of oak (Quercus spp.)"
440792,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of beech (Fagus spp.)"
440793,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of maple (Acer spp.)"
440794,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of cherry (Prunus spp.)"
440795,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of ash (Fraxinus spp.)"
440796,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of birch (Betula spp.)"
440797,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Of poplar and aspen (Populus spp.)"
440799,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm : Other : Other"
440810,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm : Coniferous"
440831,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm : Of tropical wood : Dark red meranti, light red meranti and meranti bakau"
440839,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm : Of tropical wood : Other"
440890,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm : Other"
